"|","|__date","|__Aqua","|__year","|__Air Panas+gula","|__Test Food","|__tea float","|__Orange Float","|__Ayam Goreng","|__test food","|__Kopi Susu","|__sosis 1rb","|__sosis goreng","|__Sop","|__test2","|__Nasi Telur ","|__Nasi Bungkus","|__Tahu Tek","|__es batu","|__Krupuk","|__Kentang Goreng","|__voucher 15.000","|__Spaghetti","|__Teh Panas","|__french fries ","|__ayam geprek","|__Ayam Geprek (Tanpa Nasi)","|__SebLak Muzam","|__Mie Keriting","|__Nasi Goreng","|__kerupuk udang","|__tahu crispy","|__telur mata sapi","|__voucher 11000","|__Sosis","|__Telur Mata Sapi","|__Tahu Tek ","|__Club","|__Seblak AsLi","|__Isoplus","|__NasBung B","|__Pisang G","|__Sprite","|__Fanta","|__Nasi Pindang","|__Nasi Telur","|__Es Buah","|__Mie (Tanpa Telur)","|__Ayam Silep (tanpa nasi)","|__Nasi Sosis Goreng","|__ayam silep","|__Floridina","|__Coca-Cola","|__Sosis Naget","|__month","|__Es Kopi Durian","|__Sereal","|__Frestea","|__Aqua 600ml","|__Mie Ayam","|__NasBung A","|__Kopi Hitam","|__soto ayam","|__tahu ranjau","|__gorengan","|__nasi ayam silep","|__Es Milo","|__ES","|__Nasi Bungkus ","|__Soto","|__Masak Mie ","|__Air Mineral","|__Kerupuk ","|__Es Krim","|__Jeruk Hangat","|__Kerupuk","|__Coca Cola Float","|__Sayur Asem Tempe Goreng","|__Es Chocolatos","|__Nasi Putih ","|__Ayam Geprek","|__Nasi Sosis","|__Tahu Krispy","|__Sayur Asem Lele","|__soto","|__Masak Mie","|__Sosis 1rb","|__voucher 15000","|__Es Salju","|__Es Cendol","|__sebLak 375","|__Popmie","|__Teh Pucuk Harum","|__Nasi Ayam","|__Kentang G","|__Tahu G","|__Milo","|__Siomay","|__Cireng isi","|__Mie","|__Penyetan Dadar","|__Voucher","|__Coffee Float","|__Sayur Sop Tempe Goreng","|__Sayur Sop Ayam Goreng","|__Aneka Kopi","|__Cireng Isi","|__Masak Mie+Telur","|__Penyetan Telur ","|__Penyetan Lele","|__Pecel Tempe","|__Penyetan Ayam ","|__Es Batu/air panas","|__sayur Asem lele","|__sosis 1rb ","|__tes","|__Ayam Silep","|__Ayam Silep (Tanpa nasi)","|__Es Salju (Slushy)","|__sosis","|__Es Dawet Cincau","|__Es Teh","|__Tea Float","|__mie","|__Es Batu","|__Sosis 1rb ","|__Nasi Putih","|__air gelas","|__Penyetan Tempe","|__Kuah Sop ","|__Air Panas","|__Es krim","|__Es Jeruk","|__brengkesan pindang","|__Sayur Asem Telur Goreng","|__Penyetan Ikan Asin","|__Es Kopi","|__Chocolatos Float","|__Mie Tanpa Telur","|__French Fries","|__nasi goreng","|__masak mie+telur","|__ayam silep (tanpa nasi)","|__nasi sosis goreng ","|__masak mie","|__nasi putih","|__nasi telur","|__Lele goreng","|__Gorengan ","|__Telor Matasapi","|__total","|__Risol Mayo","|__Pisang Coklat Keju","|__Chocolatos Panas","|__Kuah Sop","|__penyetan lele","|__mie tanpa telur","|__cireng ","|__Test","|__jeruk hangat","|__cireng isi","|__jus mangga","|__Masak Mie + Telur","|__Sosis Goreng","|__Sayur Sop Telur Goreng","|__Tahu Telur","|__Tes","|__test","|__test minuman2","|__Es Dawet","|__Bakso","|__Gorengan","|__Sayur Asem Dadar","|__Es Kopi/chocolatos","|__Sayur Asem Ayam Goreng","|__Sebak 375","|__timestamp___seconds","|__timestamp___nanoseconds","|__customerNumber","|__-","|__Voucher Rp11000","|__cireng jumbo","|__Teh Hangat"
"2022-03-24","2022-03-24","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","6","2","0","2022-03","0","0","2","1","0","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","1","5","4","11","10","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","527000","","","","","","","","","","","","","","","","","","","","8","","","","","","1648112642","651000000","41","","","","0"
"2022-03-25","2022-03-25","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","2","1","0","2022-03","0","0","-1","4","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0","11","14","17","22","12","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","868000","","","","","","","","","","","","","","","","","","","","9","","","","","","1648197751","585000000","47","","","","6"
"2022-03-26","2022-03-26","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","","","","","","2","0","0","2022-03","0","0","0","1","0","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","0","13","17","11","17","31","","","","","","","","","","","","","","","","","","","","","","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1241000","","","","","","","","","","","","","","","","","","","","14","","","","","","1648285408","74000000","61","","","","8"
"2022-03-27","2022-03-27","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-03","0","0","0","0","0","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","5","7","13","18","18","","","","","","","","","","","","","","","","","","","","","","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","904000","","","","","","","","","","","","","","","","","","","","14","","","","","","1648371156","540000000","49","","","","12"
"2022-03-28","2022-03-28","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","","","","","","0","0","0","2022-03","0","0","0","0","0","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","4","6","12","12","13","","","","","","","","","","","","","","","","","","","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800000","","","","","","","","","","","","","","","","","","","","8","","","","","","1648458512","483000000","54","","","","12"
"2022-03-29","2022-03-29","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-03","0","0","0","3","0","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","11","13","11","24","11","","","","","","","","","","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","908000","","","","","","","","","","","","","","","","","","","","13","","","","","","1648546131","788000000","58","","","","10"
"2022-03-30","2022-03-30","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","5","0","","","","","","0","0","0","2022-03","0","0","0","0","1","5","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","14","20","11","18","21","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1253000","","","","","","","","","","","","","","","","","","","","14","","","","","","1648632949","511000000","83","","","","20"
"2022-03-31","2022-03-31","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","5","18","0","","","","","","0","0","0","2022-03","0","0","0","0","0","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","0","8","15","11","0","22","","","","","","","","","","","","","","","","","","","","","","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235000","","","","","","","","","","","","","","","","","","","","9","","","","","","1648716233","748000000","79","","","","18"
"2022-04-02","2022-04-02","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","14","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","0","3","19","0","8","21","","","","","","","","","","","","","","","","","","","","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1177000","","","","","","","","","","","","","","","","","","","","10","","","","","","1648888230","404000000","71","","","","14"
"2022-04-03","2022-04-03","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000","","","","","","","","","","","","","","","","","","","","0","","","","","","1648980222","352000000","2","","","","1"
"2022-04-04","2022-04-04","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","0","3","2","0","5","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163000","","","","","","","","","","","","","","","","","","","","1","","","","","","1649080057","460000000","12","","","","6"
"2022-04-05","2022-04-05","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","0","2","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39000","","","","","","","","","","","","","","","","","","","","1","","","","","","1649152127","858000000","2","","","","1"
"2022-04-06","2022-04-06","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0","-1","11","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","327000","","","","","","","","","","","","","","","","","","","","3","","","","","","1649241404","367000000","20","","","","6"
"2022-04-07","2022-04-07","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","0","0","2","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433000","","","","","","","","","","","","","","","","","","","","2","","","","","","1649332106","505000000","18","","","","7"
"2022-04-08","2022-04-08","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","0","7","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","431000","","","","","","","","","","","","","","","","","","","","4","","","","","","1649415133","598000000","23","","","","8"
"2022-04-09","2022-04-09","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","0","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344000","","","","","","","","","","","","","","","","","","","","0","","","","","","1649501779","162000000","20","","","","3"
"2022-04-10","2022-04-10","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","0","0","1","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342000","","","","","","","","","","","","","","","","","","","","1","","","","","","1649587625","182000000","19","","","","2"
"2022-04-11","2022-04-11","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","0","0","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","303000","","","","","","","","","","","","","","","","","","","","0","","","","","","1649671868","384000000","14","","","","2"
"2022-04-12","2022-04-12","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154000","","","","","","","","","","","","","","","","","","","","0","","","","","","1649758452","83000000","13","","","","1"
"2022-04-13","2022-04-13","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","0","2","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161000","","","","","","","","","","","","","","","","","","","","0","","","","","","1649845494","426000000","12","","","","1"
"2022-04-14","2022-04-14","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218000","","","","","","","","","","","","","","","","","","","","0","","","","","","1649932455","824000000","11","","","","1"
"2022-04-16","2022-04-16","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","","","","","","1","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","0","0","2","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366000","","","","","","","","","","","","","","","","","","","","0","","","","","","1650105625","536000000","22","","","","0"
"2022-04-17","2022-04-17","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-04","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220000","","","","","","","","","","","","","","","","","","","","0","","","","","","1650191853","644000000","13","","","","0"
"2022-05-18","2022-05-18","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","0","0","10","7","2","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247000","","","","","","","","","","","","","","","","","","","","6","","","","","","1652864107","566000000","13","","","","3"
"2022-05-19","2022-05-19","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","0","0","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","0","-1","0","1","11","15","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","518000","","","","","","","","","","","","","","","","","","","","21","","","","","","1652947538","683000000","25","","","","6"
"2022-05-21","2022-05-21","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","0","0","20","21","24","","","","","","","","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552000","","","","","","","","","","","","","","","","","","","","7","","","","","","1653122782","154000000","21","","","","0"
"2022-05-22","2022-05-22","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","0","0","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242000","","","","","","","","","","","","","","","","","","","","2","","","","","","1653208884","389000000","19","","","","2"
"2022-05-23","2022-05-23","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","0","0","7","5","6","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230000","","","","","","","","","","","","","","","","","","","","4","","","","","","1653292185","477000000","17","","","","4"
"2022-05-24","2022-05-24","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","0","0","32","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0","0","0","10","20","25","","","","","","","","","","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","781000","","","","","","","","","","","","","","","","","","","","14","","","","","","1653382058","832000000","30","","","","6"
"2022-05-25","2022-05-25","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","1","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","0","0","10","12","10","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507000","","","","","","","","","","","","","","","","","","","","14","","","","","","1653467984","282000000","37","","","","5"
"2022-05-26","2022-05-26","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","3","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","8","0","11","18","14","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","857000","","","","","","","","","","","","","","","","","","","","8","","","","","","1653551443","934000000","40","","","","8"
"2022-05-27","2022-05-27","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","2022-05","0","0","0","7","0","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","13","0","12","0","14","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","779000","","","","","","","","","","","","","","","","","","","","11","","","","","","1653639698","592000000","41","","","","5"
"2022-05-28","2022-05-28","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","0","1","","","","","","0","0","0","2022-05","0","0","0","6","0","9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","2","11","10","13","30","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","717000","","","","","","","","","","","","","","","","","","","","4","","","","","","1653726882","308000000","37","","","","6"
"2022-05-29","2022-05-29","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","","","","","","0","0","0","2022-05","0","0","0","2","0","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","0","6","12","17","22","","","","","","","","","","","","","","","","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","708000","","","","","","","","","","","","","","","","","","","","10","","","","","","1653812592","924000000","33","","","","0"
"2022-05-30","2022-05-30","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","","","","","","0","0","0","2022-05","0","0","0","2","0","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","1","6","10","14","14","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","611000","","","","","","","","","","","","","","","","","","","","8","","","","","","1653964542","963000000","38","","","","5"
"2022-05-31","2022-05-31","","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1","","","","","","0","0","0","2022-05","0","0","0","2","0","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0","0","3","6","3","8","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","372000","","","","","","","","","","","","","","","","","","","","6","","","","","","1653985722","419000000","24","","","","5"
